Symbol	Synonyms	chromosome	strand	start	end	GeneID	ensembl_id
APEX1	APE|APE1|APEN|APEX|APX|HAP1|REF1	14	1.0	20455191.0	20457772.0	328	ENSG00000100823
BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	11	1.0	102347211.0	102378670.0	329	ENSG00000110330
BIRC3	AIP1|API2|CIAP2|HAIP1|HIAP1|IAP-1|MALT2|MIHC|RNF49|c-IAP2	11	1.0	102317484.0	102339403.0	330	ENSG00000023445
XIAP	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	X	1.0	123859712.0	123913972.0	331	ENSG00000101966
BIRC5	API4|EPR-1	17	1.0	78214186.0	78225636.0	332	ENSG00000089685
APLP1	APLP	19	1.0	35867899.0	35879792.0	333	ENSG00000105290
APLP2	APLP-2|APPH|APPL2|CDEBP	11	1.0	130068147.0	130144811.0	334	ENSG00000084234
APOA1	HPALP2|apo(a)	11	-1.0	116835751.0	116837622.0	335	ENSG00000118137
APOA2	Apo-AII|ApoA-II|apoAII	1	-1.0	161222292.0	161223631.0	336	ENSG00000158874
APOA4	-	11	-1.0	116820700.0	116823304.0	337	ENSG00000110244
APOB	FCHL2|FLDB|LDLCQ4|apoB-100|apoB-48	2	-1.0	21001429.0	21044073.0	338	ENSG00000084674
APOBEC1	APO1|APOBEC-1|BEDP|CDAR1|HEPR	12	-1.0	7649400.0	7665908.0	339	ENSG00000111701
APOC1	Apo-CI|ApoC-I|apo-CIB|apoC-IB	19	1.0	44914247.0	44919349.0	341	ENSG00000130208
APOC1P1	-	19	1.0	44926796.0	44931503.0	342	ENSG00000291128
AQP8	AQP-8	16	1.0	25215731.0	25228932.0	343	ENSG00000103375
APOC2	APO-CII|APOC-II	19	1.0	44946035.0	44949565.0	344	ENSG00000234906
APOC3	APOCIII|Apo-C3|ApoC-3	11	1.0	116829706.0	116833072.0	345	ENSG00000110245
APOC4	APO-CIV|APOC-IV	19	1.0	44942237.0	44945496.0	346	ENSG00000267467
APOD	-	3	-1.0	195568705.0	195584033.0	347	ENSG00000189058
APOE	AD2|APO-E|ApoE4|LDLCQ5|LPG	19	1.0	44905791.0	44909393.0	348	ENSG00000130203
APOH	B2G1|B2GP1|BG	17	-1.0	66212033.0	66256525.0	350	ENSG00000091583
APP	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|alpha-sAPP|preA4	21	-1.0	25880535.0	26171128.0	351	ENSG00000142192
APRT	AMP|APRTD	16	-1.0	88809339.0	88811937.0	353	ENSG00000198931
KLK3	APS|KLK2A1|PSA|hK3	19	1.0	50854915.0	50860764.0	354	ENSG00000142515
FAS	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.0	88953813.0	89029605.0	355	ENSG00000026103
FASLG	ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A	1	1.0	172659103.0	172666876.0	356	ENSG00000117560
SHROOM2	APXL|HSAPXL	X	1.0	9786429.0	9949443.0	357	ENSG00000146950
AQP1	AQP-CHIP|CHIP28|CO	7	1.0	30911853.0	30925517.0	358	ENSG00000240583
AQP2	AQP-CD|NDI2|WCH-CD	12	1.0	49950737.0	49958878.0	359	ENSG00000167580
AQP3	AQP-3|GIL	9	-1.0	33441156.0	33447596.0	360	ENSG00000165272
AQP4	MIWC|MLC4|WCH4|hAQP4	18	-1.0	26852043.0	26865771.0	361	ENSG00000171885
AQP5	AQP-5|PPKB	12	1.0	49961872.0	49965682.0	362	ENSG00000161798
AQP6	AQP2L|KID	12	1.0	49967194.0	49977139.0	363	ENSG00000086159
AQP7	AQP7L|AQPap|GLYCQTL	9	-1.0	33383179.0	33402682.0	364	ENSG00000165269
AQP9	AQP-9|HsT17287|SSC1|T17287	15	1.0	58138169.0	58185911.0	366	ENSG00000103569
AR	AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	X	1.0	67544021.0	67730619.0	367	ENSG00000169083
ABCC6	ABC34|ARA|EST349056|GACI2|MLP1|MOAT-E|MOATE|MRP6|PXE|PXE1|URG7	16	-1.0	16149565.0	16223522.0	368	ENSG00000091262
ARAF	A-RAF|ARAF1|PKS2|RAFA1	X	1.0	47561205.0	47571908.0	369	ENSG00000078061
ARCN1	COPD|SRMMD|SSMG	11	1.0	118572390.0	118603033.0	372	ENSG00000095139
TRIM23	ARD1|ARFD1|RNF46	5	-1.0	65589690.0	65625975.0	373	ENSG00000113595
AREG	AR|AREGB|CRDGF|SDGF	4	1.0	74445136.0	74455005.0	374	ENSG00000109321
ARF1	PVNH8	1	1.0	228082708.0	228099212.0	375	ENSG00000143761
ARF3	-	12	-1.0	48935723.0	48957487.0	377	ENSG00000134287
ARF4	ARF2	3	-1.0	57571363.0	57598220.0	378	ENSG00000168374
ARL4D	ARF4L	17	1.0	43398993.0	43401137.0	379	ENSG00000175906
ARF4P1	ARF4P	9	1.0	133100000.0	134500000.0	380	
ARF5	-	7	1.0	127588386.0	127591700.0	381	ENSG00000004059
ARF6	-	14	1.0	49893079.0	49897054.0	382	ENSG00000165527
ARG1	-	6	1.0	131470832.0	131584332.0	383	ENSG00000118520
ARG2	-	14	1.0	67619920.0	67651708.0	384	ENSG00000081181
RHOA	ARH12|ARHA|EDFAOB|RHO12|RHOH12	3	-1.0	49359139.0	49412998.0	387	ENSG00000067560
RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	2	1.0	20447074.0	20449440.0	388	ENSG00000143878
RHOC	ARH9|ARHC|H9|RHOH9	1	-1.0	112701127.0	112707434.0	389	ENSG00000155366
RND3	ARHE|Rho8|RhoE|memB	2	-1.0	150468195.0	150539011.0	390	ENSG00000115963
RHOG	ARHG	11	-1.0	3826978.0	3840959.0	391	ENSG00000177105
ARHGAP1	CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP	11	-1.0	46677080.0	46700619.0	392	ENSG00000175220
ARHGAP4	C1|RGC1|RhoGAP4|SrGAP4|p115	X	-1.0	153907367.0	153934999.0	393	ENSG00000089820
ARHGAP5	GFI2|RhoGAP5|p190-B|p190BRhoGAP	14	1.0	32076114.0	32159728.0	394	ENSG00000100852
ARHGAP6	RHOGAP6|RHOGAPX-1	X	-1.0	11117651.0	11665920.0	395	ENSG00000047648
ARHGDIA	GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1	17	-1.0	81867721.0	81871378.0	396	ENSG00000141522
ARHGDIB	D4|GDIA2|GDID4|LYGDI|Ly-GDI|RAP1GN1|RhoGDI2	12	-1.0	14942031.0	14961728.0	397	ENSG00000111348
ARHGDIG	RHOGDI-3	16	1.0	280450.0	283010.0	398	ENSG00000242173
RHOH	ARHH|TTF	4	1.0	40191011.0	40246967.0	399	ENSG00000168421
ARL1	ARFL1	12	-1.0	101393116.0	101407772.0	400	ENSG00000120805
PHOX2A	ARIX|CFEOM2|FEOM2|NCAM2|PMX2A	11	-1.0	72239077.0	72245664.0	401	ENSG00000165462
ARL2	ARFL2|MRCS1	11	1.0	65014160.0	65022184.0	402	ENSG00000213465
ARL3	ARFL3|JBTS35|RP83	10	-1.0	102673731.0	102714397.0	403	ENSG00000138175
ARNT	ARNT1|HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	1	-1.0	150809713.0	150876708.0	405	ENSG00000143437
BMAL1	ARNTL|ARNTL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	11	1.0	13276652.0	13387266.0	406	ENSG00000133794
ARR3	ARRX|MYP26|cArr	X	1.0	70268305.0	70281840.0	407	ENSG00000120500
ARRB1	ARB1|ARR1	11	-1.0	75260122.0	75351705.0	408	ENSG00000137486
ARRB2	ARB2|ARR2|BARR2	17	1.0	4710596.0	4721499.0	409	ENSG00000141480
ARSA	ASA|MLD	22	-1.0	50622754.0	50628173.0	410	ENSG00000100299
ARSB	ASB|G4S|MPS6	5	-1.0	78777209.0	78986087.0	411	ENSG00000113273
STS	ARSC|ARSC1|ASC|ES|SSDD|XLI	X	1.0	7147237.0	7804358.0	412	ENSG00000101846
ARSD	ASD	X	-1.0	2903972.0	2929349.0	414	ENSG00000006756
ARSL	ARSE|ASE|CDPX|CDPX1|CDPXR	X	-1.0	2934045.0	2968475.0	415	ENSG00000157399
ARSF	ASF	X	1.0	3041471.0	3112727.0	416	ENSG00000062096
ART1	ART2|ARTC1|CD296|RT6	11	1.0	3645128.0	3664416.0	417	ENSG00000129744
ART2P	ART1P|ARTC2AP|RT6	11	1.0	70500000.0	75500000.0	418	
ART3	ARTC3	4	1.0	76011184.0	76114048.0	419	ENSG00000156219
ART4	ARTC4|CD297|DO|DO/ART4|DOK1	12	-1.0	14825569.0	14843526.0	420	ENSG00000111339
ARVCF	-	22	-1.0	19969896.0	20016823.0	421	ENSG00000099889
ASAH1	AC|ACDase|ASAH|PHP|PHP32|SMAPME	8	-1.0	18055992.0	18084998.0	427	ENSG00000104763
ASCL1	ASH1|HASH1|MASH1|bHLHa46	12	1.0	102957674.0	102960513.0	429	ENSG00000139352
ASCL2	ASH2|HASH2|MASH2|bHLHa45	11	-1.0	2268498.0	2270588.0	430	ENSG00000183734
ASD1	-	5	1.0	6300000.0	9900000.0	431	
ASGR1	ASGPR|ASGPR1|CLEC4H1|HL-1	17	-1.0	7173431.0	7179564.0	432	ENSG00000141505
ASGR2	ASGP-R2|ASGPR2|CLEC4H2|HBXBP|HL-2	17	-1.0	7101322.0	7115700.0	433	ENSG00000161944
ASIP	AGSW|AGTI|AGTIL|ASP|SHEP9	20	1.0	34194569.0	34269344.0	434	ENSG00000101440
ASL	ASAL	7	1.0	66075800.0	66094697.0	435	ENSG00000126522
ASLP1	ASLL	22	1.0	23100000.0	25500000.0	436	
ASMT	ASMTY|HIOMT|HIOMTY	X|Y	1.0	1615059.0	1643081.0	438	ENSG00000196433
GET3	ARSA-I|ARSA1|ASNA-I|ASNA1|CMD2H|TRC40	19	1.0	12737139.0	12748323.0	439	ENSG00000198356
ASNS	ASNSD|TS11	7	-1.0	97851677.0	97872542.0	440	ENSG00000070669
ASNSP2	ASNSL2	21	1.0	7000000.0	10900000.0	442	
ASPA	ACY2|ASP	17	1.0	3472374.0	3503405.0	443	ENSG00000108381
ASPH	AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin	8	-1.0	61500556.0	61714640.0	444	ENSG00000198363
ASS1	ASS|CTLN1	9	1.0	130444961.0	130501274.0	445	ENSG00000130707
ASS1P2	ASSP2	2	-1.0	38810432.0	38811654.0	447	ENSG00000223922
ASS1P4	ASSP4	X	1.0	3367149.0	3368382.0	449	ENSG00000213487
ASS1P5	ASSP5	X	1.0	115664895.0	115666133.0	450	ENSG00000227881
ASS1P6	ASSP6	Y	-1.0	11922536.0	11923769.0	451	ENSG00000215583
ASS1P8	ASSP8	4	1.0	147500000.0	150200000.0	453	
ASS1P9	ASSP9	5	1.0	53859166.0	53860401.0	454	ENSG00000217791
ASS1P10	ASSP10	5	1.0	145228811.0	145230054.0	455	ENSG00000215325
ASS1P14	ASSP14	12	1.0	32985838.0	32987070.0	459	ENSG00000257316
ASTN1	ASTN	1	-1.0	176857302.0	177164973.0	460	ENSG00000152092
SERPINC1	AT3|AT3D|ATIII|ATIII-R2|ATIII-T1|ATIII-T2|THPH7	1	-1.0	173903800.0	173917327.0	462	ENSG00000117601
ZFHX3	ATBF1|ATBT|C16orf47|ZFH-3|ZNF927	16	-1.0	72782885.0	73891871.0	463	ENSG00000140836
ATF1	EWS-ATF1|FUS/ATF-1|TREB36	12	1.0	50763710.0	50821162.0	466	ENSG00000123268
ATF3	-	1	1.0	212565334.0	212620777.0	467	ENSG00000162772
ATF4	CREB-2|CREB2|TAXREB67|TXREB	22	1.0	39519695.0	39522683.0	468	ENSG00000128272
ATF4P1	ATF4P|TAXREB67P|TXREBP	X	1.0	148000000.0	156040895.0	469	
ATIC	AICAR|AICARFT|HEL-S-70p|IMPCHASE|PURH	2	1.0	215311956.0	215349773.0	471	ENSG00000138363
ATM	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	11	1.0	108223044.0	108369102.0	472	ENSG00000149311
RERE	ARG|ARP|ATN1L|DNB1|NEDBEH	1	-1.0	8352397.0	8848921.0	473	ENSG00000142599
ATOH1	ATH1|DFNA89|HATH1|MATH-1|bHLHa14	4	1.0	93828753.0	93830964.0	474	ENSG00000172238
ATOX1	ATX1|HAH1	5	-1.0	151742316.0	151772532.0	475	ENSG00000177556
ATP1A1	CMT2DD|HOMGSMR2	1	1.0	116372668.0	116410261.0	476	ENSG00000163399
ATP1A2	DEE98|FARIMPD|FHM2|MHP2	1	1.0	160115759.0	160143591.0	477	ENSG00000018625
ATP1A3	AHC2|ATP1A1|CAPOS|DEE99|DYT12|RDP	19	-1.0	41966582.0	41997497.0	478	ENSG00000105409
ATP12A	ATP1AL1|H-K-ATPase|HK	13	1.0	24680408.0	24712472.0	479	ENSG00000075673
ATP1A4	ATP1A1|ATP1AL2	1	1.0	160151586.0	160186980.0	480	ENSG00000132681
ATP1B1	ATP1B	1	1.0	169105697.0	169310992.0	481	ENSG00000143153
ATP1B2	AMOG	17	1.0	7646627.0	7657770.0	482	ENSG00000129244
ATP1B3	ATPB-3|CD298	3	1.0	141876124.0	141926549.0	483	ENSG00000069849
ATP1B3P1	-	2	1.0	54700000.0	61000000.0	484	
ATP1B1P1	ATP1BL1	4	1.0	41200000.0	44600000.0	485	
FXYD2	ATP1G1|HOMG2	11	-1.0	117800844.0	117828698.0	486	ENSG00000137731
ATP2A1	ATP2A|SERCA1	16	1.0	28878405.0	28904466.0	487	ENSG00000196296
ATP2A2	ATP2B|DAR|DD|SERCA2	12	1.0	110280756.0	110351093.0	488	ENSG00000174437
ATP2A3	SERCA3	17	-1.0	3923870.0	3964464.0	489	ENSG00000074370
ATP2B1	MRD66|PMCA1|PMCA1kb	12	-1.0	89588049.0	89709366.0	490	ENSG00000070961
ATP2B2	DFNA82|PMCA2|PMCA2a|PMCA2i	3	-1.0	10324023.0	10708007.0	491	ENSG00000157087
ATP2B3	CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1	X	1.0	153517642.0	153582939.0	492	ENSG00000067842
ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	1	1.0	203626832.0	203744081.0	493	ENSG00000058668
ATP4A	ATP6A	19	-1.0	35550031.0	35563658.0	495	ENSG00000105675
ATP4B	ATP6B	13	-1.0	113648804.0	113658198.0	496	ENSG00000186009
ATP5F1A	ATP5A|ATP5A1|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MC5DN4A|MC5DN4B|MOM2|OMR|ORM|hATP1	18	-1.0	46080248.0	46104334.0	498	ENSG00000152234
ALDH7A1	ATQ1|EPD|PDE	5	-1.0	126531200.0	126595362.0	501	ENSG00000164904
ATP5F1AP2	ATP5A1P2|ATP5AP2	2	1.0	155269633.0	155270134.0	504	ENSG00000227682
ATP5F1B	ATP5B|ATPMB|ATPSB|HEL-S-271|HUMOP2	12	-1.0	56638175.0	56645984.0	506	ENSG00000110955
ATP5F1BP1	ATP5BL1|ATP5BP1|ATPMBL1|ATPSBL1	2	1.0	98206151.0	98207724.0	507	ENSG00000231635
ATP5F1C	ATP5C|ATP5C1|ATP5CL1	10	1.0	7788147.0	7807815.0	509	ENSG00000165629
ATP5F1D	ATP5D|MC5DN5	19	1.0	1241746.0	1244825.0	513	ENSG00000099624
ATP5F1E	ATP5E|ATPE|MC5DN3	20	-1.0	59025475.0	59032345.0	514	ENSG00000124172
ATP5PB	ATP5F1|PIG47	1	1.0	111448864.0	111462773.0	515	ENSG00000116459
ATP5MC1	ATP5A|ATP5G|ATP5G1	17	1.0	48892765.0	48895871.0	516	ENSG00000159199
ATP5MC2	ATP5A|ATP5G2	12	-1.0	53632726.0	53677408.0	517	ENSG00000135390
ATP5MC3	ATP5G3|DYTSPG|P3	2	-1.0	175176258.0	175181710.0	518	ENSG00000154518
ATP5MC2P1	ATP5G2P1|ATP5GP1	1	1.0	207100000.0	211300000.0	520	
ATP5ME	ATP5I|ATP5K	4	-1.0	672436.0	674330.0	521	ENSG00000169020
ATP5PF	ATP5|ATP5A|ATP5J|ATPM|CF6|F6	21	-1.0	25716503.0	25735673.0	522	ENSG00000154723
ATP6V1A	ARCL2D|ATP6A1|ATP6V1A1|DEE93|HO68|IECEE3|VA68|VPP2|Vma1	3	1.0	113746770.0	113812056.0	523	ENSG00000114573
ATP6V1B1	ATP6B1|DRTA2|RTA1B|VATB|VMA2|VPP3	2	1.0	70935900.0	70965431.0	525	ENSG00000116039
ATP6V1B2	ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2	8	1.0	20197381.0	20226819.0	526	ENSG00000147416
ATP6V0C	ATP6C|ATP6L|ATPL|EPEO3|VATL|VPPC|Vma3	16	1.0	2513952.0	2520218.0	527	ENSG00000185883
ATP6V1C1	ATP6C|ATP6D|VATC|Vma5	8	1.0	103021063.0	103073051.0	528	ENSG00000155097
ATP6V1E1	ARCL2C|ATP6E|ATP6E2|ATP6V1E|P31|Vma4	22	-1.0	17592136.0	17628749.0	529	ENSG00000131100
ATP6V0B	ATP6F|HATPL|VMA16	1	1.0	43974487.0	43978295.0	533	ENSG00000117410
ATP6V1G2	ATP6G|ATP6G2|NG38|VMA10	6	-1.0	31544444.0	31548427.0	534	ENSG00000213760
ATP6V0A1	ATP6N1|ATP6N1A|DEE104|NEDEBA|Stv1|VPP1|Vph1|a1	17	1.0	42458844.0	42522582.0	535	ENSG00000033627
ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3	X	1.0	154428633.0	154436516.0	537	ENSG00000071553
ATP7A	DSMAX|MK|MNK|SMAX3	X	1.0	77910690.0	78050395.0	538	ENSG00000165240
ATP5PO	ATP5O|ATPO|HMC08D05|MC5DN7|OSCP	21	-1.0	33903453.0	33915814.0	539	ENSG00000241837
ATP7B	PWD|WC1|WD|WND	13	-1.0	51930436.0	52012125.0	540	ENSG00000123191
ALDH7A1P1	ATQL1	5	1.0	77290268.0	77291800.0	541	ENSG00000251400
ALDH7A1P2	ATQL2	2	-1.0	172893763.0	172894383.0	542	ENSG00000232292
ALDH7A1P3	ATQL3	7	1.0	148200000.0	152800000.0	543	
ALDH7A1P4	ATQL4	10	1.0	59400000.0	62800000.0	544	
ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	3	-1.0	142449007.0	142578733.0	545	ENSG00000175054
ATRX	JMS|MRX52|RAD54|RAD54L|XH2|XNP|ZNF-HX	X	-1.0	77504880.0	77786233.0	546	ENSG00000085224
KIF1A	ATSV|C2orf20|HSN2C|MRD9|NESCAVS|SPG30|UNC104	2	-1.0	240713761.0	240824293.0	547	ENSG00000130294
AUH	-	9	-1.0	91213815.0	91361918.0	549	ENSG00000148090
AUP1	-	2	-1.0	74526645.0	74529760.0	550	ENSG00000115307
AVP	ADH|ARVP|AVP-NPII|AVRP|VP	20	-1.0	3082556.0	3084724.0	551	ENSG00000101200
AVPR1A	AVPR V1a|AVPR1|V1aR	12	-1.0	63142759.0	63151201.0	552	ENSG00000166148
AVPR1B	AVPR3|V1bR|VPR3	1	-1.0	206106936.0	206117699.0	553	ENSG00000198049
AVPR2	ADHR|DI1|DIR|DIR3|NDI|NDI1|V2R	X	1.0	153902531.0	153907166.0	554	ENSG00000126895
AXL	ARK|AXL3|JTK11|Tyro7|UFO	19	1.0	41219223.0	41261766.0	558	ENSG00000167601
AZGP1	ZA2G|ZAG	7	-1.0	99966720.0	99976042.0	563	ENSG00000160862
AZU1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC|hHBP	19	1.0	825097.0	832018.0	566	ENSG00000172232
B2M	IMD43	15	1.0	44711358.0	44718851.0	567	ENSG00000166710
BAAT	BACAT|BACD1|BAT|HCHO	9	-1.0	101354182.0	101385400.0	570	ENSG00000136881
BACH1	BACH-1|BTBD24	21	1.0	29194071.0	29630751.0	571	ENSG00000156273
BAD	BBC2|BCL2L8	11	-1.0	64269830.0	64284704.0	572	ENSG00000002330
BAG1	BAG-1|HAP|RAP46	9	-1.0	33247820.0	33264720.0	573	ENSG00000107262
BAGE	BAGE1|CT2.1	21	1.0	10900000.0	12000000.0	574	
ADGRB1	BAI1|GDAIF	8	1.0	142449430.0	142545009.0	575	ENSG00000181790
ADGRB2	BAI2	1	-1.0	31727117.0	31764893.0	576	ENSG00000121753
ADGRB3	BAI3	6	1.0	68635282.0	69390571.0	577	ENSG00000135298
BAK1	BAK|BAK-LIKE|BCL2L7|CDN1	6	-1.0	33572547.0	33580293.0	578	ENSG00000030110
NKX3-2	BAPX1|NKX3.2|NKX3B|SMMD	4	-1.0	13540830.0	13544508.0	579	ENSG00000109705
BARD1	-	2	-1.0	214725646.0	214809683.0	580	ENSG00000138376
BAX	BCL2L4	19	1.0	48954815.0	48961798.0	581	ENSG00000087088
BBS1	BBS2L2	11	1.0	66510606.0	66533613.0	582	ENSG00000174483
BBS2	BBS|RP74	16	-1.0	56465640.0	56582667.0	583	ENSG00000125124
BBS4	-	15	1.0	72686179.0	72738475.0	585	ENSG00000140463
BCAT1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	12	-1.0	24810024.0	24949101.0	586	ENSG00000060982
BCAT2	BCAM|BCATM|BCT2|HVLI|PP18	19	-1.0	48795062.0	48811029.0	587	ENSG00000105552
BCHE	BCHED|CHE1|CHE2|E1	3	-1.0	165772904.0	165837462.0	590	ENSG00000114200
BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A	19	1.0	41397808.0	41425002.0	593	ENSG00000248098
BCKDHB	BCKDE1B|BCKDH E1-beta|E1B|OVD1B	6	1.0	80106647.0	80346270.0	594	ENSG00000083123
CCND1	BCL1|D11S287E|PRAD1|U21B31	11	1.0	69641156.0	69654474.0	595	ENSG00000110092
BCL2	Bcl-2|PPP1R50	18	-1.0	63123346.0	63320128.0	596	ENSG00000171791
BCL2A1	ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1	15	-1.0	79960892.0	79971196.0	597	ENSG00000140379
BCL2L1	BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52	20	-1.0	31664452.0	31723989.0	598	ENSG00000171552
BCL2L2	BCL-W|BCL2-L-2|BCLW|PPP1R51	14	1.0	23298790.0	23311751.0	599	ENSG00000129473
BAK1P1	BAK2|BCL2L7P1|Bak-2	20	1.0	30400000.0	33500000.0	600	
BAK1P2	BAK3|BAK3P|BCL2L7P2	11	1.0	127900000.0	130900000.0	601	
BCL3	BCL4|D19S37	19	1.0	44747705.0	44760044.0	602	ENSG00000069399
BCL5	-	17	1.0	52100000.0	59500000.0	603	
BCL6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	3	-1.0	187721377.0	187745725.0	604	ENSG00000113916
BCL7A	BCL7|SMARCJ1	12	1.0	122019422.0	122062044.0	605	ENSG00000110987
NBEAP1	BCL8|BCL8A	15	1.0	20500000.0	25500000.0	606	
BCL9	LGS	1	1.0	147541501.0	147626216.0	607	ENSG00000116128
TNFRSF17	BCM|BCMA|CD269|TNFRSF13A	16	1.0	11965210.0	11968068.0	608	ENSG00000048462
HCN2	BCNG-2|BCNG2|EIG17|FEB2|GEFSP11|HAC-1	19	1.0	589881.0	617159.0	610	ENSG00000099822
OPN1SW	BCP|BOP|CBT	7	-1.0	128772485.0	128775794.0	611	ENSG00000128617
BCR	ALL|BCR1|CML|D22S11|D22S662|PHL	22	1.0	23179704.0	23318037.0	613	ENSG00000186716
BCRP4	BCR-4|BCR4|BCRL4	22	1.0	22630065.0	22636153.0	616	ENSG00000215456
BCS1L	BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS|h-BCS1	2	1.0	218658764.0	218663443.0	617	ENSG00000074582
BCYRN1	BC200|BC200a|LINC00004|NCRNA00004	2	1.0	47335315.0	47335514.0	618	ENSG00000236824
BCYRN1P1	BC200b	X	1.0	138900000.0	141200000.0	619	
BDH1	BDH|SDR9C1	3	-1.0	197509783.0	197573323.0	622	ENSG00000161267
BDKRB1	B1BKR|B1R|BKB1R|BKR1|BRADYB1	14	1.0	96256210.0	96268967.0	623	ENSG00000100739
BDKRB2	B2R|BK-2|BK2|BKR2|BRB2	14	1.0	96204679.0	96244166.0	624	ENSG00000168398
BDNF	ANON2|BULN2	11	-1.0	27654893.0	27722058.0	627	ENSG00000176697
CFB	AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2	6	1.0	31945650.0	31952086.0	629	ENSG00000243649
BFSP1	CP115|CP94|CTRCT33|LIFL-H	20	-1.0	17493905.0	17569220.0	631	ENSG00000125864
BGLAP	BGP|OC|OCN	1	1.0	156242184.0	156243317.0	632	ENSG00000242252
BGN	DSPG1|MRLS|PG-S1|PGI|SEMDX|SLRR1A	X	1.0	153494980.0	153509546.0	633	ENSG00000182492
CEACAM1	BGP|BGP1|BGPI	19	-1.0	42507304.0	42561234.0	634	ENSG00000079385
BHMT	BHMT1|HEL-S-61p	5	1.0	79111809.0	79132288.0	635	ENSG00000145692
BICD1	BICD|bic-D 1	12	1.0	32106835.0	32383633.0	636	ENSG00000151746
BID	FP497	22	-1.0	17734138.0	17774770.0	637	ENSG00000015475
BIK	BIP1|BP4|NBK	22	1.0	43110750.0	43129712.0	638	ENSG00000100290
PRDM1	BLIMP1|PRDI-BF1	6	1.0	105993463.0	106109939.0	639	ENSG00000057657
BLK	MODY11	8	1.0	11486894.0	11564599.0	640	ENSG00000136573
BLM	BS|MGRISCE1|RECQ2|RECQL2|RECQL3	15	1.0	90717346.0	90816166.0	641	ENSG00000197299
BLMH	BH|BMH	17	-1.0	30248203.0	30292056.0	642	ENSG00000108578
CXCR5	BLR1|CD185|MDR15	11	1.0	118883892.0	118897787.0	643	ENSG00000160683
BLVRA	BLVR|BVR|BVRA|BVRalpha	7	1.0	43758680.0	43807342.0	644	ENSG00000106605
BLVRB	BVRB|FLR|HEL-S-10|SDR43U1	19	-1.0	40447765.0	40465764.0	645	ENSG00000090013
BNC1	BNC|BSN1|HsT19447|POF16|bn1	15	-1.0	83255884.0	83284664.0	646	ENSG00000169594
BMI1	FLVI2/BMI1|PCGF4|RNF51|flvi-2/bmi-1	10	1.0	22321099.0	22331484.0	648	ENSG00000168283
BMP1	OI13|PCOLC|PCP|PCP2|TLD	8	1.0	22165140.0	22212326.0	649	ENSG00000168487
BMP2	BDA2|BMP2A|SSFSC|SSFSC1	20	1.0	6767686.0	6780246.0	650	ENSG00000125845
BMP3	BMP-3A	4	1.0	81030708.0	81057627.0	651	ENSG00000152785
BMP4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	14	-1.0	53949736.0	53958761.0	652	ENSG00000125378
BMP5	-	6	-1.0	55753653.0	55875590.0	653	ENSG00000112175
BMP6	IO|VGR|VGR1	6	1.0	7726099.0	7881728.0	654	ENSG00000153162
BMP7	OP-1	20	-1.0	57168753.0	57266641.0	655	ENSG00000101144
BMP8B	BMP8|OP2	1	-1.0	39757182.0	39788865.0	656	ENSG00000116985
BMPR1A	10q23del|ACVRLK3|ALK-3|ALK3|BMPR-1A|CD292|SKR5	10	1.0	86756596.0	86932825.0	657	ENSG00000107779
BMPR1B	ALK-6|ALK6|AMD3|AMDD|BDA1D|BDA2|CDw293	4	1.0	94757955.0	95158448.0	658	ENSG00000138696
BMPR2	BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK	2	1.0	202376327.0	202567751.0	659	ENSG00000204217
